,가장 많이 참여한 여가활동 (1순위),가장 만족스런 여가활동 (1순위),응답자 성별,연령,가구 소득,여가활동을 위한 월 평균 지출액,가장 많이 참여한 1순위 여가활동 동반자1,일주일 여가시간
397,음악감상,77,2,2,3,300000,1,28.0
398,인터넷검색/1인미디어제작/SNS,58,2,2,7,100000,1,25.0
399,"모바일컨텐츠,동영상,VOD시청",7,1,3,6,300000,1,27.0
400,"모바일컨텐츠,동영상,VOD시청",86,2,4,5,200000,1,7.0
401,신문/잡지보기,74,2,5,4,1000,1,25.0
402,TV시청(IPTV포함),74,2,6,3,10000,2,23.0
403,인터넷검색/1인미디어제작/SNS,58,1,3,4,200000,1,48.0
404,TV시청(IPTV포함),74,1,3,3,30000,2,63.0
405,TV시청(IPTV포함),7,2,5,2,100000,1,28.0
406,인터넷검색/1인미디어제작/SNS,63,2,4,6,40000,1,21.0
407,인터넷검색/1인미디어제작/SNS,55,1,4,5,30000,1,25.0
408,TV시청(IPTV포함),85,1,5,6,30000,2,23.0
409,TV시청(IPTV포함),74,1,4,2,50000,2,70.0
410,TV시청(IPTV포함),75,2,2,3,150000,1,51.0
411,TV시청(IPTV포함),39,1,6,4,300000,2,35.0
412,잡담/통화하기/문자보내기(모바일메신저메시지사용포함),42,2,4,5,200000,2,25.0
413,"스포츠경기간접관람-TV,DMB를통한관람(축구,야구,농구,배구등)",48,1,4,4,300000,1,18.0
414,잡담/통화하기/문자보내기(모바일메신저메시지사용포함),68,1,2,1,50000,1,21.0
415,"모바일컨텐츠,동영상,VOD시청",75,2,5,5,3000,1,13.0
416,TV시청(IPTV포함),74,2,6,7,200000,2,16.0
417,영화관람,7,1,3,4,100000,3,40.0
418,인터넷검색/1인미디어제작/SNS,75,2,1,6,20000,1,29.0
419,잡담/통화하기/문자보내기(모바일메신저메시지사용포함),84,2,1,7,10000,2,14.0
420,사이클링/산악자전거,35,1,2,3,50000,1,22.0
421,게임(온라인/모바일/콘솔게임등),65,1,2,3,50000,1,28.0
422,게임(온라인/모바일/콘솔게임등),59,1,3,3,50000,1,44.5
423,인터넷검색/1인미디어제작/SNS,59,2,1,6,5000,1,23.0
424,"모바일컨텐츠,동영상,VOD시청",7,1,2,4,40000,1,33.0
425,낚시,56,2,2,7,100000,3,22.0
426,TV시청(IPTV포함),63,1,5,5,150000,2,16.0
427,"모바일컨텐츠,동영상,VOD시청",41,1,2,5,150000,1,14.0
428,잡담/통화하기/문자보내기(모바일메신저메시지사용포함),71,1,5,7,200000,1,21.0
429,게임(온라인/모바일/콘솔게임등),29,1,2,7,150000,1,41.0
430,게임(온라인/모바일/콘솔게임등),75,1,2,5,200000,1,33.0
431,게임(온라인/모바일/콘솔게임등),59,1,4,3,200000,1,16.0
432,음주,59,1,3,3,100000,4,16.0
433,인터넷검색/1인미디어제작/SNS,71,1,2,7,190000,1,18.0
434,게임(온라인/모바일/콘솔게임등),29,1,2,7,100000,1,28.0
435,"모바일컨텐츠,동영상,VOD시청",75,1,3,6,300000,1,31.0
436,TV시청(IPTV포함),71,2,2,5,100000,1,26.0
437,인터넷검색/1인미디어제작/SNS,58,1,5,6,20000,1,28.0
438,TV시청(IPTV포함),48,1,3,7,50000,2,36.0
439,게임(온라인/모바일/콘솔게임등),59,1,2,4,150000,1,25.0
440,독서(웹소설포함),65,1,4,6,200000,1,16.0
441,인터넷검색/1인미디어제작/SNS,29,2,6,7,100000,1,23.0
442,"모바일컨텐츠,동영상,VOD시청",71,2,3,4,80000,1,31.0
443,인터넷검색/1인미디어제작/SNS,58,1,2,1,20000,1,21.0
444,"스포츠경기간접관람-TV,DMB를통한관람(축구,야구,농구,배구등)",17,1,3,7,300000,1,29.0
445,"격투스포츠(태권도,유도,합기도,검도,권투등)",33,2,2,5,130000,4,39.0
446,잡담/통화하기/문자보내기(모바일메신저메시지사용포함),64,1,3,6,100000,3,31.0
447,산책및걷기,7,1,3,4,10000,2,25.0
448,"격투스포츠(태권도,유도,합기도,검도,권투등)",33,1,3,5,100000,1,27.0
449,TV시청(IPTV포함),51,1,3,6,150000,2,25.0
450,라디오/팟캐스트청취,86,1,4,6,100000,1,13.0
451,산책및걷기,71,1,7,2,70000,1,30.0
452,TV시청(IPTV포함),51,2,5,1,50000,1,21.0
453,TV시청(IPTV포함),54,1,3,4,300000,1,40.0
454,TV시청(IPTV포함),44,1,2,4,30000,1,36.0
455,TV시청(IPTV포함),44,1,1,4,30000,1,36.0
456,TV시청(IPTV포함),44,2,2,4,30000,1,36.0
457,반려동물돌보기,86,2,2,5,150000,1,76.0
458,TV시청(IPTV포함),86,1,3,3,50000,1,32.0
459,"스포츠경기직접관람-경기장방문관람(축구,야구,농구,배구등)",38,2,1,7,15000,3,32.0
460,요리하기/다도,29,2,6,7,150000,1,25.0
461,요리하기/다도,55,2,4,7,70000,1,20.0
462,TV시청(IPTV포함),81,2,5,5,50000,2,23.0
463,TV시청(IPTV포함),31,2,2,1,200000,1,28.0
464,어학/기술/자격증취득공부/학원등이용,68,2,2,7,100000,1,32.0
465,TV시청(IPTV포함),32,2,5,7,30000,2,20.0
466,골프,24,2,3,7,200000,1,9.0
467,"모바일컨텐츠,동영상,VOD시청",23,1,3,3,300000,1,41.0
468,TV시청(IPTV포함),23,1,4,2,150000,2,40.0
469,인터넷검색/1인미디어제작/SNS,86,1,2,7,100000,1,18.0
470,인터넷검색/1인미디어제작/SNS,58,2,1,7,50000,1,53.0
471,"농구,배구,야구,축구,족구",20,2,1,4,200000,3,14.0
472,등산,55,1,3,3,500000,3,20.0
473,TV시청(IPTV포함),81,1,5,5,50000,2,21.0
474,헬스(보디빌딩)/에어로빅,59,1,3,4,250000,1,14.0
475,영화관람,7,1,3,4,150000,3,23.0
476,육상/조깅/속보,81,1,6,4,50000,1,42.0
477,영화관람,71,2,5,6,50000,2,16.0
478,영화관람,7,1,4,4,50000,3,16.0
479,인터넷검색/1인미디어제작/SNS,86,2,2,4,200000,1,55.0
480,반려동물돌보기,52,2,1,4,30000,1,39.0
481,"스포츠경기간접관람-TV,DMB를통한관람(축구,야구,농구,배구등)",17,1,5,4,100000,1,38.0
482,영화관람,7,1,4,5,300000,3,16.0
483,TV시청(IPTV포함),74,2,6,3,50000,2,23.0
484,"스포츠경기직접관람-경기장방문관람(축구,야구,농구,배구등)",16,1,4,4,100000,3,25.0
485,헬스(보디빌딩)/에어로빅,29,1,2,6,150000,1,9.0
486,영화관람,7,1,4,6,350000,2,16.0
487,등산,55,1,5,7,80000,3,27.0
488,사이클링/산악자전거,35,1,6,5,150000,1,35.0
489,보드게임/퍼즐/큐브맞추기,35,1,5,4,50000,1,41.0
490,TV시청(IPTV포함),30,2,3,5,150000,2,21.0
491,TV시청(IPTV포함),29,2,4,6,200000,2,21.0
492,"모바일컨텐츠,동영상,VOD시청",75,1,3,3,150000,1,30.0
493,인터넷검색/1인미디어제작/SNS,58,1,3,7,150000,1,60.0
494,"스포츠경기간접관람-TV,DMB를통한관람(축구,야구,농구,배구등)",17,1,3,7,50000,1,20.0
495,TV시청(IPTV포함),40,2,3,4,50000,2,35.0
496,TV시청(IPTV포함),86,1,4,7,400000,2,43.0
497,국내캠핑,85,1,6,3,100000,2,22.0
498,영화관람,24,1,5,7,300000,2,15.0
499,헬스(보디빌딩)/에어로빅,24,1,5,4,450000,1,16.0
500,인터넷검색/1인미디어제작/SNS,24,1,5,6,500000,1,27.0
501,반려동물돌보기,52,2,1,7,150000,1,32.0
502,"배드민턴/줄넘기/맨손,스트레칭체조/훌라후프",64,1,6,2,200000,3,21.0
503,"격투스포츠(태권도,유도,합기도,검도,권투등)",63,2,2,3,70000,1,23.0
504,TV시청(IPTV포함),86,1,2,3,30000,1,36.0
505,TV시청(IPTV포함),55,1,5,4,50000,1,16.0
506,친구만남/이성교제/미팅/소개팅,86,1,2,7,70000,3,21.0
507,인터넷검색/1인미디어제작/SNS,58,1,3,5,300000,1,55.0
508,인터넷검색/1인미디어제작/SNS,7,1,3,5,50000,1,23.0
509,TV시청(IPTV포함),71,1,5,5,200000,1,16.0
510,인터넷검색/1인미디어제작/SNS,58,1,3,6,300000,1,53.0
511,게임(온라인/모바일/콘솔게임등),7,1,2,5,100000,1,16.0
512,인터넷검색/1인미디어제작/SNS,41,1,4,5,150000,1,18.0
513,"모바일컨텐츠,동영상,VOD시청",23,1,3,4,100000,1,23.0
514,인터넷검색/1인미디어제작/SNS,86,1,2,7,200000,1,58.0
515,인터넷검색/1인미디어제작/SNS,24,1,4,7,500000,1,22.0
516,"모바일컨텐츠,동영상,VOD시청",17,1,2,7,300000,1,22.0
517,바둑/장기/체스,61,1,4,5,100000,3,9.0
518,인터넷검색/1인미디어제작/SNS,63,1,3,4,150000,1,25.0
519,TV시청(IPTV포함),86,1,3,4,80000,1,18.0
520,인터넷검색/1인미디어제작/SNS,58,1,1,6,100000,1,48.0
521,인터넷검색/1인미디어제작/SNS,31,1,3,7,100000,1,20.0
522,"스포츠경기간접관람-TV,DMB를통한관람(축구,야구,농구,배구등)",17,1,2,4,300000,2,16.0
523,헬스(보디빌딩)/에어로빅,29,1,4,7,150000,1,9.0
524,인터넷검색/1인미디어제작/SNS,16,1,2,6,50000,1,41.0
525,헬스(보디빌딩)/에어로빅,7,1,2,3,200000,1,20.0
526,인터넷검색/1인미디어제작/SNS,59,1,1,4,20000,1,18.0
527,인터넷검색/1인미디어제작/SNS,58,1,1,7,40000,1,48.0
528,인터넷검색/1인미디어제작/SNS,58,1,1,6,50000,1,58.0
529,"모바일컨텐츠,동영상,VOD시청",75,1,3,5,200000,1,14.0
530,"농구,배구,야구,축구,족구",16,1,3,6,300000,3,13.0
531,TV시청(IPTV포함),22,1,4,4,250000,1,36.5
532,인터넷검색/1인미디어제작/SNS,56,1,2,7,200000,1,60.0
533,인터넷검색/1인미디어제작/SNS,58,1,2,5,200000,1,58.0
534,인터넷검색/1인미디어제작/SNS,58,1,2,4,300000,1,60.0
535,영화관람,7,1,3,6,200000,3,22.0
536,"모바일컨텐츠,동영상,VOD시청",64,2,2,3,200000,1,18.0
537,TV시청(IPTV포함),86,2,3,4,100000,2,30.0
538,어학/기술/자격증취득공부/학원등이용,68,2,2,2,150000,1,50.0
539,인터넷검색/1인미디어제작/SNS,58,1,2,2,200000,1,58.0
540,등산,55,1,5,6,250000,2,14.0
541,잡담/통화하기/문자보내기(모바일메신저메시지사용포함),29,1,2,6,100000,1,26.0
542,"모바일컨텐츠,동영상,VOD시청",75,1,1,2,200000,1,39.0
543,TV시청(IPTV포함),42,1,4,4,100000,2,16.0
544,TV시청(IPTV포함),64,1,5,3,200000,1,18.0
545,"농구,배구,야구,축구,족구",20,1,1,4,200000,3,20.0
546,게임(온라인/모바일/콘솔게임등),20,1,1,5,60000,3,35.0
547,등산,55,1,4,5,300000,2,32.0
548,"모바일컨텐츠,동영상,VOD시청",41,1,5,4,250000,1,45.0
549,인터넷검색/1인미디어제작/SNS,7,1,2,7,1000000,1,32.0
550,게임(온라인/모바일/콘솔게임등),86,1,2,5,100000,2,18.0
551,종교활동,81,1,4,4,150000,2,11.0
552,인터넷검색/1인미디어제작/SNS,58,2,2,1,500000,1,16.0
553,인터넷검색/1인미디어제작/SNS,65,2,2,4,100000,1,25.0
554,TV시청(IPTV포함),58,2,1,5,100000,2,21.0
555,독서(웹소설포함),65,2,4,7,300000,1,25.0
556,인터넷검색/1인미디어제작/SNS,77,2,1,5,150000,1,34.0
557,인터넷검색/1인미디어제작/SNS,48,2,2,1,200000,1,36.0
558,인터넷검색/1인미디어제작/SNS,38,2,2,4,50000,1,36.0
559,영화관람,66,2,2,6,30000,3,24.0
560,반려동물돌보기,52,2,4,6,200000,1,28.0
561,등산,72,2,6,5,250000,3,19.0
562,"모바일컨텐츠,동영상,VOD시청",75,2,2,7,50000,1,13.0
563,게임(온라인/모바일/콘솔게임등),59,2,1,5,50000,1,32.0
564,"배드민턴/줄넘기/맨손,스트레칭체조/훌라후프",31,2,1,5,30000,1,7.0
565,TV시청(IPTV포함),51,2,3,4,200000,1,34.5
566,인터넷검색/1인미디어제작/SNS,43,2,3,5,300000,1,14.0
567,게임(온라인/모바일/콘솔게임등),59,2,2,4,100000,1,29.0
568,TV시청(IPTV포함),58,2,5,1,100000,2,51.0
569,TV시청(IPTV포함),75,2,2,3,400000,1,45.0
570,산책및걷기,67,2,4,5,100000,1,9.0
571,"모바일컨텐츠,동영상,VOD시청",63,2,2,4,250000,1,27.0
572,음주,64,2,5,5,200000,2,25.0
573,인터넷검색/1인미디어제작/SNS,86,2,2,6,100000,1,51.0
574,TV시청(IPTV포함),7,2,4,6,100000,2,13.0
575,TV시청(IPTV포함),74,2,5,5,250000,2,38.9
576,TV시청(IPTV포함),63,2,4,1,200000,1,40.5
577,인터넷검색/1인미디어제작/SNS,39,2,3,6,150000,1,9.0
578,TV시청(IPTV포함),84,2,4,2,100000,2,56.0
579,인터넷검색/1인미디어제작/SNS,58,2,2,7,100000,1,53.0
580,"배드민턴/줄넘기/맨손,스트레칭체조/훌라후프",31,2,5,3,50000,1,14.0
581,산책및걷기,54,2,4,5,70000,1,55.0
582,"배드민턴/줄넘기/맨손,스트레칭체조/훌라후프",31,2,4,3,200000,1,9.0
583,TV시청(IPTV포함),77,2,4,2,150000,1,60.0
584,음악감상,77,2,4,4,100000,1,29.0
585,인터넷검색/1인미디어제작/SNS,46,2,3,4,200000,1,11.0
586,TV시청(IPTV포함),72,2,3,6,100000,2,23.0
587,TV시청(IPTV포함),86,2,5,6,30000,1,34.0
588,TV시청(IPTV포함),86,2,5,3,50000,1,34.0
589,TV시청(IPTV포함),7,2,5,6,50000,1,41.0
590,요가/필라테스/태보,30,2,4,5,100000,1,16.0
591,인터넷검색/1인미디어제작/SNS,44,2,3,3,50000,1,31.0
592,TV시청(IPTV포함),86,2,6,5,30000,1,34.0
593,요가/필라테스/태보,30,2,2,5,200000,1,25.0
594,산책및걷기,71,2,4,5,50000,1,27.0
595,TV시청(IPTV포함),86,2,4,2,50000,1,41.0
596,TV시청(IPTV포함),63,2,5,6,40000,2,18.0
597,요가/필라테스/태보,30,2,5,3,150000,1,14.0
598,요가/필라테스/태보,30,2,5,6,200000,1,14.0
599,TV시청(IPTV포함),75,2,5,5,300000,1,16.0
600,자동차드라이브,51,2,3,5,400000,2,54.0
601,TV시청(IPTV포함),30,2,4,2,80000,2,16.0
602,낚시,56,1,4,5,500000,3,44.0
603,게임(온라인/모바일/콘솔게임등),59,1,1,5,30000,1,25.0
604,TV시청(IPTV포함),41,2,3,5,300000,1,36.0
605,산책및걷기,46,1,4,6,200000,1,31.0
606,쇼핑/외식,63,2,3,5,200000,2,14.0
607,헬스(보디빌딩)/에어로빅,29,2,4,3,100000,1,25.0
608,잡담/통화하기/문자보내기(모바일메신저메시지사용포함),29,2,2,4,200000,3,41.0
609,독서(웹소설포함),65,2,3,4,150000,1,18.0
610,헬스(보디빌딩)/에어로빅,29,2,5,4,150000,3,19.0
611,TV시청(IPTV포함),74,2,5,7,35000,2,23.0
612,헬스(보디빌딩)/에어로빅,29,1,4,6,30000,1,20.0
613,인터넷검색/1인미디어제작/SNS,67,1,1,4,100000,1,36.0
614,인터넷검색/1인미디어제작/SNS,48,2,3,2,200000,1,31.0
615,헬스(보디빌딩)/에어로빅,29,2,3,4,200000,1,32.0
616,TV시청(IPTV포함),86,2,2,3,200000,1,40.0
617,쇼핑/외식,48,2,5,4,150000,3,40.0
618,음악감상,77,2,2,6,100000,1,9.0
619,헬스(보디빌딩)/에어로빅,29,2,5,7,100000,1,14.0
620,게임(온라인/모바일/콘솔게임등),59,1,3,5,100000,1,25.0
621,바둑/장기/체스,39,1,7,4,200000,1,20.0
622,요가/필라테스/태보,30,2,2,7,300000,1,26.0
623,"모바일컨텐츠,동영상,VOD시청",75,2,3,4,200000,1,31.0
624,TV시청(IPTV포함),74,2,5,7,70000,2,25.0
625,친구만남/이성교제/미팅/소개팅,86,2,2,7,100000,3,25.0
626,TV시청(IPTV포함),7,2,6,4,50000,1,41.0
627,친구만남/이성교제/미팅/소개팅,43,2,2,2,300000,3,35.0
628,TV시청(IPTV포함),43,1,4,7,100000,2,23.0
629,영화관람,41,2,1,4,30000,3,11.0
630,"모바일컨텐츠,동영상,VOD시청",67,2,2,3,30000,1,28.0
631,TV시청(IPTV포함),14,1,4,7,200000,2,35.0
632,반려동물돌보기,52,2,2,7,200000,1,9.0
633,게임(온라인/모바일/콘솔게임등),59,2,2,7,100000,1,20.0
634,잡담/통화하기/문자보내기(모바일메신저메시지사용포함),41,2,4,7,80000,3,20.0
635,영화관람,43,2,3,6,200000,2,9.0
636,수영,25,2,3,5,200000,1,7.0
637,수영,25,2,5,4,200000,1,9.0
638,수영,25,2,5,6,100000,1,14.0
639,인터넷검색/1인미디어제작/SNS,30,2,2,2,300000,1,40.0
640,요가/필라테스/태보,30,2,3,6,300000,2,18.0
641,음주,67,2,2,7,110000,3,27.0
642,영화관람,7,2,4,2,30000,2,9.0
643,헬스(보디빌딩)/에어로빅,46,1,4,7,400000,1,35.0
644,골프,24,2,5,7,1000000,2,56.0
645,잡담/통화하기/문자보내기(모바일메신저메시지사용포함),24,2,3,7,300000,3,41.0
646,잡담/통화하기/문자보내기(모바일메신저메시지사용포함),41,2,4,7,200000,3,41.0
647,영화관람,42,2,5,2,30000,3,16.0
648,요가/필라테스/태보,30,2,4,7,200000,1,9.0
649,TV시청(IPTV포함),53,2,1,3,20000,2,11.0
650,쇼핑/외식,63,2,3,7,300000,3,18.0
651,보드게임/퍼즐/큐브맞추기,60,2,2,4,50000,1,30.0
652,쇼핑/외식,63,2,2,5,300000,3,21.0
653,"볼링,탁구",23,2,4,7,100000,3,9.0
654,요가/필라테스/태보,30,2,3,5,1000000,1,11.0
655,게임(온라인/모바일/콘솔게임등),59,2,2,6,200000,1,25.0
656,TV시청(IPTV포함),74,1,3,4,200000,1,43.0
657,수영,25,1,4,5,130000,1,12.0
658,TV시청(IPTV포함),52,2,2,3,100000,1,29.0
659,인터넷검색/1인미디어제작/SNS,81,1,2,2,100000,1,36.0
660,"모바일컨텐츠,동영상,VOD시청",42,2,2,3,400000,1,46.0
661,인터넷검색/1인미디어제작/SNS,42,2,2,5,100000,1,10.0
662,"모바일컨텐츠,동영상,VOD시청",75,1,1,4,50000,1,26.0
663,"미용(피부관리,헤어관리,네일아트,마사지,성형등)",67,2,2,2,300000,1,25.0
664,반려동물돌보기,48,1,4,6,200000,1,35.0
665,TV시청(IPTV포함),71,2,2,7,200000,2,21.0
666,"모바일컨텐츠,동영상,VOD시청",75,2,2,4,200000,1,39.0
667,게임(온라인/모바일/콘솔게임등),41,1,2,7,200000,1,36.0
668,친구만남/이성교제/미팅/소개팅,86,1,2,6,70000,3,36.0
669,인터넷검색/1인미디어제작/SNS,67,2,3,3,100000,1,31.0
670,잡담/통화하기/문자보내기(모바일메신저메시지사용포함),63,2,2,4,300000,1,41.0
671,TV시청(IPTV포함),74,1,1,6,10000,2,23.0
672,"배드민턴/줄넘기/맨손,스트레칭체조/훌라후프",31,1,2,7,300000,3,25.0
673,헬스(보디빌딩)/에어로빅,29,1,4,7,180000,1,30.0
674,"모바일컨텐츠,동영상,VOD시청",66,1,1,7,50000,1,16.0
675,라디오/팟캐스트청취,20,1,1,4,50000,1,27.0
676,TV시청(IPTV포함),71,1,3,4,150000,2,40.0
677,음주,64,1,2,1,300000,3,46.0
678,인터넷검색/1인미디어제작/SNS,23,1,2,7,500000,1,46.0
679,반려동물돌보기,52,2,4,4,100000,1,23.0
680,쇼핑/외식,63,2,2,6,200000,2,34.0
681,"원예(화분,화단가꾸기등)",70,2,4,6,500000,1,30.0
682,TV시청(IPTV포함),48,2,3,4,200000,1,32.0
683,잡담/통화하기/문자보내기(모바일메신저메시지사용포함),84,2,1,7,100000,3,25.0
684,"모바일컨텐츠,동영상,VOD시청",63,2,4,5,300000,1,25.0
685,잡담/통화하기/문자보내기(모바일메신저메시지사용포함),84,2,1,1,300000,3,31.0
686,"모바일컨텐츠,동영상,VOD시청",53,2,2,5,20300,1,41.0
687,등산,55,2,6,5,300000,4,38.0
688,게임(온라인/모바일/콘솔게임등),59,1,3,6,600000,3,29.0
689,음악감상,77,2,2,7,300000,1,36.0
690,TV시청(IPTV포함),74,2,4,6,200000,2,39.0
691,"모바일컨텐츠,동영상,VOD시청",75,2,4,5,30000,1,9.0
692,게임(온라인/모바일/콘솔게임등),59,2,3,5,100000,1,25.0
693,쇼핑/외식,63,2,3,7,50000,3,20.0
694,TV시청(IPTV포함),83,2,5,7,100000,2,9.0
695,TV시청(IPTV포함),41,2,3,7,500000,2,36.0
696,음악감상,77,1,2,4,20000,1,42.0
697,TV시청(IPTV포함),75,1,3,1,50000,1,40.0
698,산책및걷기,71,2,6,5,200000,1,51.0
699,독서(웹소설포함),65,1,3,6,100000,1,26.0
700,TV시청(IPTV포함),14,1,4,5,100000,2,18.0
701,산책및걷기,86,2,7,1,100000,1,23.0
702,"모바일컨텐츠,동영상,VOD시청",75,2,3,3,50000,1,25.0
703,게임(온라인/모바일/콘솔게임등),59,2,4,5,200000,1,35.0
704,게임(온라인/모바일/콘솔게임등),59,1,2,1,10000,1,23.0
705,반려동물돌보기,52,2,2,5,400000,2,20.0
706,TV시청(IPTV포함),74,2,4,6,30000,2,28.0
707,TV시청(IPTV포함),51,2,2,3,150000,1,37.0
708,독서(웹소설포함),65,2,2,7,150000,1,35.0
709,반려동물돌보기,52,2,6,7,200000,1,21.0
710,"모바일컨텐츠,동영상,VOD시청",86,2,2,4,200000,1,25.0
711,게임(온라인/모바일/콘솔게임등),50,2,4,7,30000,1,25.0
712,인터넷검색/1인미디어제작/SNS,63,2,4,7,200000,1,25.0
713,산책및걷기,52,2,5,5,70000,2,35.0
714,TV시청(IPTV포함),75,2,5,7,300000,1,34.0
715,TV시청(IPTV포함),7,2,5,6,50000,1,25.0
716,TV시청(IPTV포함),63,2,1,5,200000,1,14.0
717,"모바일컨텐츠,동영상,VOD시청",75,2,2,5,40000,1,18.0
718,TV시청(IPTV포함),72,2,5,6,50000,1,26.0
719,종교활동,81,2,4,7,100000,2,18.0
720,"모바일컨텐츠,동영상,VOD시청",63,2,4,5,300000,1,21.0
721,TV시청(IPTV포함),51,2,3,5,100000,1,30.0
722,TV시청(IPTV포함),14,2,4,5,100000,1,14.0
723,TV시청(IPTV포함),14,2,2,7,40000,1,20.0
724,TV시청(IPTV포함),74,2,5,5,150000,2,26.0
725,TV시청(IPTV포함),38,1,5,7,200000,2,31.0
726,TV시청(IPTV포함),59,1,4,3,100000,1,25.0
727,쇼핑/외식,71,2,6,4,200000,1,46.0
728,인터넷검색/1인미디어제작/SNS,41,2,3,4,200000,1,24.0
729,잡담/통화하기/문자보내기(모바일메신저메시지사용포함),86,2,2,1,150000,1,41.0
730,TV시청(IPTV포함),74,2,2,6,60000,1,16.0
731,영화관람,14,2,3,3,50000,1,16.0
732,사진촬영(디지털카메라포함),14,2,2,5,250000,1,25.0
733,반려동물돌보기,14,2,4,4,50000,1,9.0
734,산책및걷기,71,2,4,6,40000,1,12.0
735,TV시청(IPTV포함),74,2,2,4,300000,2,39.1
736,"모바일컨텐츠,동영상,VOD시청",75,2,3,4,400000,1,84.0
737,"모바일컨텐츠,동영상,VOD시청",15,1,2,5,150000,1,18.0
738,TV시청(IPTV포함),15,2,5,5,100000,2,32.0
739,"춤/무용(발레,한국무용,현대무용,방송댄스,스트릿댄스,비보잉등)",15,2,1,6,250000,5,27.0
740,"춤/무용(발레,한국무용,현대무용,방송댄스,스트릿댄스,비보잉등)",15,1,1,5,300000,5,39.0
741,헬스(보디빌딩)/에어로빅,29,1,2,7,100000,1,18.0
742,음악감상,77,2,1,1,50000,1,37.0
743,TV시청(IPTV포함),7,2,4,4,100000,1,14.0
744,산책및걷기,44,2,7,4,6000,1,21.0
745,TV시청(IPTV포함),55,1,4,3,150000,2,31.0
746,TV시청(IPTV포함),55,2,5,7,100000,2,16.0
747,산책및걷기,38,2,5,2,400000,1,27.0
748,게임(온라인/모바일/콘솔게임등),7,1,2,6,30000,1,23.0
749,"볼링,탁구",23,1,6,2,20,3,21.0
750,인터넷검색/1인미디어제작/SNS,86,1,2,5,100000,1,25.0
751,인터넷검색/1인미디어제작/SNS,38,2,3,4,50000,1,41.0
752,TV시청(IPTV포함),74,2,6,2,180000,1,18.5
753,게임(온라인/모바일/콘솔게임등),59,1,1,6,30000,3,27.0
754,게임(온라인/모바일/콘솔게임등),59,2,2,2,100000,1,18.0
755,수영,25,2,6,1,70000,1,36.0
756,게임(온라인/모바일/콘솔게임등),35,1,2,7,20000,1,22.0
757,"모바일컨텐츠,동영상,VOD시청",77,2,1,6,200000,1,32.0
758,독서(웹소설포함),67,2,3,5,200000,1,32.0
759,산책및걷기,71,1,4,5,100000,1,22.0
760,악기연주/노래교실,12,1,4,5,200000,1,25.0
761,"배드민턴/줄넘기/맨손,스트레칭체조/훌라후프",7,2,5,6,50000,1,23.0
762,인터넷검색/1인미디어제작/SNS,71,2,5,4,100000,1,27.0
763,음악감상,12,1,3,3,200000,1,27.0
764,TV시청(IPTV포함),48,1,3,3,150000,1,27.0
765,"스포츠경기간접관람-TV,DMB를통한관람(축구,야구,농구,배구등)",17,1,4,3,300000,2,39.8
766,TV시청(IPTV포함),75,2,7,1,200000,2,32.0
767,인터넷검색/1인미디어제작/SNS,71,1,2,1,100000,1,25.0
768,TV시청(IPTV포함),48,1,4,4,100000,2,25.0
